"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","District","Gross","Net","Commissions","id"
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/12/2017","15/01/2018","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/10/2017","15/11/2017","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"7199808215","INTERASCO","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","гйо2256","04/04/2017","04/10/2017","йаккихеа аттийгс","аттийг",166.46,110.59,22.12,1753
"7199808215","INTERASCO","аутойимгтым","аМАМщЫСГ","гйо2256","04/10/2017","04/04/2018","йаккихеа аттийгс","аттийг",344.61,227.73,45.55,1753
"4461265","имтеяалеяийам","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"16/04/2017","15/05/2017","йаккихеа аттийгс","аттийг",103.22,102.43,0,1753
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/09/2017","15/10/2017","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"4461265","имтеяалеяийам","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"16/02/2017","15/03/2017","йаккихеа аттийгс","аттийг",103.22,102.43,0,1753
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/05/2017","15/06/2017","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"7199808215","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","гйо2256","04/04/2017","04/10/2017","йаккихеа аттийгс","аттийг",180.05,118.4,23.68,1753
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/01/2017","16/02/2017","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"4461265","имтеяалеяийам","фыгс","аМАМщЫСГ",NA,"16/08/2017","15/09/2017","йаккихеа аттийгс","аттийг",103.23,102.44,5.41,1753
"6175833","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"20/09/2017","20/03/2018","ахгма","аттийг",56.66,41.05,9.44,134
"7190051577","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","ийб9357","15/06/2017","15/12/2017","ахгма","аттийг",107.86,73.23,14.65,1391
"11346918","GENERALI","фыгс","аМАМщЫСГ",NA,"17/03/2017","17/09/2017","йаккихеа","аттийг",561.22,450.63,76.17,1483
"11316911","GENERALI","фыгс","аМАМщЫСГ",NA,"18/01/2017","18/07/2017","йаккихеа","аттийг",70.74,55.95,9.48,1483
"11316911","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2017","18/01/2018","йаккихеа","аттийг",70.74,55.95,9.48,1483
"11346918","GENERALI","фыгс","аМАМщЫСГ",NA,"17/09/2017","17/03/2018","йаккихеа","аттийг",561.22,450.63,76.17,1483
"31015605","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","иои4670","12/01/2017","12/01/2018","лекиссиа","аттийг",316.9,217.43,43.49,826
"213405045","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уол1310","28/04/2017","28/07/2017","йояудаккоу","аттийг",77,52.04,10.41,825
"31244907","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","уол1310","09/08/2017","28/01/2018","йояудаккоу","аттийг",4.44,3.04,0.61,825
"31244907","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","уол1310","28/07/2017","28/01/2018","йояудаккоу","аттийг",79.26,54.32,10.86,825
"102833642","ALLIANZ еуяыпаийг пистг","аутойимгтым","мщО сУЛБЭКАИО","уол1310","28/01/2017","28/04/2017","йояудаккоу","аттийг",56.44,37.92,7.58,825
"7199712814","INTERASCO","аутойимгтым","аМАМщЫСГ","умя5054","11/02/2017","11/02/2018","ахгма","аттийг",298.7,196.97,39.39,396
"5017827","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","игг6784","22/02/2017","22/05/2017","цакатси-аттийгс","аттийг",60,41.14,8.23,119
"8170005371","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"13/06/2017","13/12/2017","цакатси-аттийгс","аттийг",79.4,55,12.93,119
"5017827","Eurolife FFH","аутойимгтым","аМАМщЫСГ","игг6784","22/05/2017","22/08/2017","цакатси-аттийгс","аттийг",58.79,40.32,8.06,119
"8170005371","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"13/12/2017","13/06/2018","цакатси-аттийгс","аттийг",79.4,55,12.93,119
"7190054927","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","яиг9080","04/07/2017","04/01/2018","вакамдяи","аттийг",102.78,70.49,12.82,374
"7199710780","INTERASCO","аутойимгтым","аМАМщЫСГ","яиг9080","04/01/2017","04/07/2017","вакамдяи","аттийг",123.16,81.18,16.24,374
"31344777","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","иле9117","23/12/2017","23/12/2018","ахгма","аттийг",0.07,0,0,574
"3190128218","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","огб745","18/09/2017","18/09/2018","ахгма","аттийг",87.87,59.98,12,574
"31344777","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","иле9117","23/12/2017","23/12/2018","ахгма","аттийг",255.32,175.09,35.02,574
"11507107","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","атб8816","03/03/2017","03/09/2017","гкиоупокг-ахгма","аттийг",103.75,71.07,14.21,566
"7190045893","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фгг1725","21/04/2017","21/10/2017","ахгма","аттийг",108.16,73.43,14.69,181
"19013683840","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","ило8451","31/07/2017","31/07/2018","ахгмаиым","аттийг",58.42,40.15,8.03,1810
"213614881","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ило8451","31/07/2017","31/07/2018","ахгмаиым","аттийг",228,154.06,30.81,1810
"9728569","ехмийг аСЖАКИСТИЙч","фыгс","аМАМщЫСГ",NA,"28/04/2017","28/07/2017",NA,NA,393.42,343.4,12.91,411
"9728569","ехмийг аСЖАКИСТИЙч","фыгс","аМАМщЫСГ",NA,"28/10/2017","28/01/2018",NA,NA,393.42,343.4,12.41,411
"46788","аткамтийг емысг","фыгс","аМАМщЫСГ",NA,"16/11/2017","16/02/2018",NA,NA,47.96,40.16,9.24,411
"44587","аткамтийг емысг","фыгс","аМАМщЫСГ",NA,"16/05/2017","16/08/2017",NA,NA,46.1,38.66,8.64,411
"44587","аткамтийг емысг","фыгс","аМАМщЫСГ",NA,"16/02/2017","16/05/2017",NA,NA,46.1,38.66,8.64,411
"9728569","ехмийг аСЖАКИСТИЙч","фыгс","аМАМщЫСГ",NA,"28/01/2017","28/04/2017",NA,NA,393.42,343.4,12.91,411
"9728569","ехмийг аСЖАКИСТИЙч","фыгс","аМАМщЫСГ",NA,"28/07/2017","28/10/2017",NA,NA,393.42,343.4,12.41,411
"6173989","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"24/06/2017","24/06/2018",NA,NA,109.59,79.38,19.05,411
"46788","аткамтийг емысг","фыгс","мщО сУЛБЭКАИО",NA,"16/08/2017","16/11/2017",NA,NA,68.91,40.16,9.24,411
"31308714","имтеяалеяийам","пуяос","мщО сУЛБЭКАИО",NA,"09/10/2017","09/10/2018","йаккихеа","аттийг",71.75,51.7,10.73,1836
"59717173","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","уяй1732","14/07/2017","14/10/2017","йаккихеа","аттийг",55.46,39.42,9.07,1768
"яя9035","суметаияистийг","аутойимгтым","аМАМщЫСГ","фйв9123","09/06/2017","09/12/2017","йаккихеа","аттийг",196,135.58,27.12,1768
"59717173","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","уяй1732","14/07/2017","14/10/2017","йаккихеа","аттийг",0.92,0.8,0.06,1768
"11615221","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"20/12/2017","20/01/2018","йеяатсимиоу","аттийг",66.1,52.83,12.57,764
"7190047331","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб1011","30/11/2017","28/02/2018","цеяас/сйопекоу","кесбоу",32.46,22.06,4.41,1865
"7190047331","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","луб1011","11/05/2017","11/11/2017","цеяас/сйопекоу","кесбоу",61.24,41.62,8.32,1865
"7190070662","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","яае0010","18/09/2017","18/03/2018","виос","виоу",43.38,29.52,5.9,1870
"7190054659","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фмя137","28/06/2017","28/12/2017","ахгмаиым","аттийг",84.31,57.26,11.45,56
"19.211249240000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","аии621","20/08/2017","20/02/2018",NA,NA,57.22,39.57,8.31,1793
"1299603","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аий2506","26/06/2017","26/09/2017","ацяимио","аитыкойаямамиа",48.5,30.58,6.12,1685
"1299603","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аий2506","26/09/2017","26/12/2017","ацяимио","аитыкойаямамиа",48.5,30.58,6.12,1685
"1299603","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аий2506","26/03/2017","26/06/2017","ацяимио","аитыкойаямамиа",48.5,30.58,6.12,1685
"1299603","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аий2506","26/12/2017","26/03/2018","ацяимио","аитыкойаямамиа",48.5,30.58,6.12,1685
"1325460","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","ути4917","11/04/2017","11/07/2017",NA,NA,48.5,30.69,5.41,600
"5067492","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","игв3641","28/11/2017","28/02/2018",NA,NA,71.82,49.26,9.85,600
"30152305","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ойв142","02/04/2017","02/04/2018","ахгма","аттийг",511.94,352.18,70.44,1731
"31327243","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ифи6477","06/11/2017","06/11/2018","петяоупокг","аттийг",180.62,123.61,24.72,532
"11578478","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"05/09/2017","05/09/2018","петяоупокг","аттийг",224.32,150.05,25.53,532
"19012769154","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифи6477","06/05/2017","06/11/2017","петяоупокг","аттийг",123,83.32,16.66,532
"6176790","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"01/11/2017","01/11/2018","йалатеяо","аттийг",102.33,74.12,17.05,1855
"19013002601","имтеясакомийа","аутойимгтым","аМАМщЫСГ","умя6532","25/10/2017","25/11/2017","ац.дглгтяиос","аттийг",29,19.55,3.91,585
"19013002601","имтеясакомийа","аутойимгтым","аМАМщЫСГ","умя6532","25/04/2017","25/10/2017","ац.дглгтяиос","аттийг",105,71.24,14.25,585
"7190050467","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","оая0948","09/06/2017","09/12/2017","ахгмаиым","аттийг",81.34,55.25,11.05,1750
"1314040","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","втм745","22/02/2017","22/05/2017","гяайкеиоу","аттийг",47,29.53,5.91,1782
"7190048197","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","втм745","22/05/2017","22/05/2018","гяайкеиоу","аттийг",157.47,106.94,21.39,1782
"1928823","Eurolife FFH","аутойимгтым","аМАМщЫСГ","ийм2497","07/01/2017","07/04/2017","ваздаяи","аттийг",59.94,41,7.79,40
"1928823","Eurolife FFH","аутойимгтым","аМАМщЫСГ","ийм2497","07/07/2017","07/10/2017","ваздаяи","аттийг",59.93,41.01,8.2,40
"1928823","Eurolife FFH","аутойимгтым","аМАМщЫСГ","ийм2497","07/04/2017","07/07/2017","ваздаяи","аттийг",58.76,40.2,8.04,40
"1928823","Eurolife FFH","аутойимгтым","аМАМщЫСГ","ийм2497","07/10/2017","07/01/2018","ваздаяи","аттийг",71.91,49.19,9.84,40
"213262443","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фгм3731","09/01/2017","09/07/2017",NA,NA,116,78.37,15.67,948
"213778427","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","улф4327","14/12/2017","14/12/2018",NA,NA,203,137.81,27.56,1827
"7190068911","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","иуй322","09/09/2017","09/03/2018","пеияаиас","аттийг",50.21,34.27,6.85,945
"1363299","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","гйо2950","30/08/2017","30/11/2017","тулпайиоу","гяайкеиоу",66,42.26,7.61,1788
"11459866","GENERALI","фыгс","аМАМщЫСГ",NA,"10/11/2017","10/05/2018","ахгма","аттийг",236.35,186.9,28.04,1681
"11459866","GENERALI","фыгс","аМАМщЫСГ",NA,"10/05/2017","10/11/2017","ахгма","аттийг",223.86,177.03,30.04,1681
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/10/2017","04/11/2017",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/08/2017","04/09/2017",NA,NA,66.89,53.38,12.71,21
"19.210600339999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","вфя0276","03/07/2017","03/10/2017",NA,NA,22.93,15.78,3.31,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/11/2017","04/12/2017",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"04/05/2017","04/06/2017",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/12/2017","04/01/2018",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/06/2017","04/07/2017",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/07/2017","04/08/2017",NA,NA,66.89,53.38,12.71,21
"11533260","GENERALI","фыгс","аМАМщЫСГ",NA,"04/09/2017","04/10/2017",NA,NA,66.89,53.38,12.71,21
"213449158","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уей6826","16/05/2017","16/05/2018",NA,NA,273,185.25,37.05,21
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/10/2017","19/11/2017","цакатси","аттийг",26.35,21.34,0.5,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/12/2017","19/01/2018","цакатси","аттийг",26.35,21.34,5.21,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/09/2017","19/10/2017","цакатси","аттийг",26.35,21.34,5.21,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/08/2017","19/09/2017","цакатси","аттийг",26.35,21.34,5.21,1775
"11539348","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"19/10/2017","19/11/2017","цакатси","аттийг",0.01,0.01,4.9,1775
"11539348","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"19/05/2017","19/06/2017","цакатси","аттийг",26.35,21.34,4.71,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/06/2017","19/07/2017","цакатси","аттийг",26.35,21.34,5.21,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/11/2017","19/12/2017","цакатси","аттийг",26.35,21.34,5.21,1775
"11539348","GENERALI","фыгс","аМАМщЫСГ",NA,"19/07/2017","19/08/2017","цакатси","аттийг",26.35,21.34,4.71,1775
"31152414","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","умй8956","07/05/2017","07/11/2017","ахгма","аттийг",100.75,69.07,13.81,1717
"31152414","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","умй8956","07/11/2017","07/05/2018","ахгма","аттийг",110.74,75.9,15.18,1717
"19.212103079999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ойт36","01/12/2017","01/03/2018","ахгма","аттийг",36.7,25.24,5.3,1803
"19013523977","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фга3937","21/08/2017","21/11/2017",NA,NA,71,48.2,9.64,1218
"213455017","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фга3937","21/05/2017","21/08/2017",NA,NA,71,48.2,9.64,1218
"1376790","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","аил1169","12/11/2017","12/05/2018",NA,NA,128,83.97,15.1,512
"1311869","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","вяя0125","13/02/2017","13/05/2017","ахгма","аттийг",47,29.53,5.91,991
"19.21018819","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","фмт0447","08/06/2017","08/09/2017","ахгма","аттийг",34.53,23.76,4.99,1116
"7199805226","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ийу1155","28/02/2017","28/02/2018",NA,NA,179.18,117.63,23.53,568
"19013816920","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","флт1230","16/11/2017","16/02/2018",NA,NA,71,48.2,9.64,1145
